"","idMunicipi","nomMunicipi","idComarca","nomComarca","nomAT","idAT"
"394","170887","Lladó","02","Alt Empordà","Comarques Gironines","AT02"
"395","170890","Llagostera","20","Gironès","Comarques Gironines","AT02"
"396","170904","Llambilles","20","Gironès","Comarques Gironines","AT02"
"397","170911","Llanars","31","Ripollès","Comarques Gironines","AT02"
"398","170926","Llançà","02","Alt Empordà","Comarques Gironines","AT02"
"399","170932","Llers","02","Alt Empordà","Comarques Gironines","AT02"
"400","170947","Llívia","15","Cerdanya","Alt Pirineu i Aran","AT07"
"401","170950","Lloret de Mar","34","Selva","Comarques Gironines","AT02"
"402","170963","Llosses, les","31","Ripollès","Comarques Gironines","AT02"
"403","170979","Madremanya","20","Gironès","Comarques Gironines","AT02"
"404","170985","Maià de Montcal","19","Garrotxa","Comarques Gironines","AT02"
"405","170998","Meranges","15","Cerdanya","Alt Pirineu i Aran","AT07"
"406","171002","Masarac","02","Alt Empordà","Comarques Gironines","AT02"
"407","171019","Massanes","34","Selva","Comarques Gironines","AT02"
"408","171024","Maçanet de Cabrenys","02","Alt Empordà","Comarques Gironines","AT02"
"409","171030","Maçanet de la Selva","34","Selva","Comarques Gironines","AT02"
"410","171058","Mieres","19","Garrotxa","Comarques Gironines","AT02"
"411","171061","Mollet de Peralada","02","Alt Empordà","Comarques Gironines","AT02"
"412","171077","Molló","31","Ripollès","Comarques Gironines","AT02"
"413","171096","Montagut i Oix","19","Garrotxa","Comarques Gironines","AT02"
"414","171100","Mont-ras","10","Baix Empordà","Comarques Gironines","AT02"
"415","171117","Navata","02","Alt Empordà","Comarques Gironines","AT02"
"416","171122","Ogassa","31","Ripollès","Comarques Gironines","AT02"
"417","171143","Olot","19","Garrotxa","Comarques Gironines","AT02"
"418","171156","Ordis","02","Alt Empordà","Comarques Gironines","AT02"
"419","171169","Osor","34","Selva","Comarques Gironines","AT02"
"420","171175","Palafrugell","10","Baix Empordà","Comarques Gironines","AT02"
"421","171181","Palamós","10","Baix Empordà","Comarques Gironines","AT02"
"422","171194","Palau de Santa Eulàlia","02","Alt Empordà","Comarques Gironines","AT02"
"423","171208","Palau-saverdera","02","Alt Empordà","Comarques Gironines","AT02"
"424","171215","Palau-sator","10","Baix Empordà","Comarques Gironines","AT02"
"425","171236","Palol de Revardit","28","Pla de l'Estany","Comarques Gironines","AT02"
"426","171241","Pals","10","Baix Empordà","Comarques Gironines","AT02"
"427","171254","Pardines","31","Ripollès","Comarques Gironines","AT02"
"428","171267","Parlavà","10","Baix Empordà","Comarques Gironines","AT02"
"429","171289","Pau","02","Alt Empordà","Comarques Gironines","AT02"
"430","171292","Pedret i Marzà","02","Alt Empordà","Comarques Gironines","AT02"
"431","171306","Pera, la","10","Baix Empordà","Comarques Gironines","AT02"
"432","171328","Peralada","02","Alt Empordà","Comarques Gironines","AT02"
"433","171334","Planes d'Hostoles, les","19","Garrotxa","Comarques Gironines","AT02"
"434","171349","Planoles","31","Ripollès","Comarques Gironines","AT02"
"435","171352","Pont de Molins","02","Alt Empordà","Comarques Gironines","AT02"
"436","171365","Pontós","02","Alt Empordà","Comarques Gironines","AT02"
"437","171371","Porqueres","28","Pla de l'Estany","Comarques Gironines","AT02"
"438","171387","Portbou","02","Alt Empordà","Comarques Gironines","AT02"
"439","171390","Preses, les","19","Garrotxa","Comarques Gironines","AT02"
"440","171404","Port de la Selva, el","02","Alt Empordà","Comarques Gironines","AT02"
"441","171411","Puigcerdà","15","Cerdanya","Alt Pirineu i Aran","AT07"
"442","171426","Quart","20","Gironès","Comarques Gironines","AT02"
"443","171432","Rabós","02","Alt Empordà","Comarques Gironines","AT02"
"444","171447","Regencós","10","Baix Empordà","Comarques Gironines","AT02"
"445","171450","Ribes de Freser","31","Ripollès","Comarques Gironines","AT02"
"446","171463","Riells i Viabrea","34","Selva","Comarques Gironines","AT02"
"447","171479","Ripoll","31","Ripollès","Comarques Gironines","AT02"
"448","171485","Riudarenes","34","Selva","Comarques Gironines","AT02"
"449","171498","Riudaura","19","Garrotxa","Comarques Gironines","AT02"
"450","171501","Riudellots de la Selva","34","Selva","Comarques Gironines","AT02"
"451","171518","Riumors","02","Alt Empordà","Comarques Gironines","AT02"
"452","171523","Roses","02","Alt Empordà","Comarques Gironines","AT02"
"453","171539","Rupià","10","Baix Empordà","Comarques Gironines","AT02"
"454","171544","Sales de Llierca","19","Garrotxa","Comarques Gironines","AT02"
"455","171557","Salt","20","Gironès","Comarques Gironines","AT02"
"456","171576","Sant Andreu Salou","20","Gironès","Comarques Gironines","AT02"
"457","171582","Sant Climent Sescebes","02","Alt Empordà","Comarques Gironines","AT02"
"458","171595","Sant Feliu de Buixalleu","34","Selva","Comarques Gironines","AT02"
"459","171609","Sant Feliu de Guíxols","10","Baix Empordà","Comarques Gironines","AT02"
"460","171616","Sant Feliu de Pallerols","19","Garrotxa","Comarques Gironines","AT02"
"461","171621","Sant Ferriol","19","Garrotxa","Comarques Gironines","AT02"
"462","171637","Sant Gregori","20","Gironès","Comarques Gironines","AT02"
"463","171642","Sant Hilari Sacalm","34","Selva","Comarques Gironines","AT02"
"464","171655","Sant Jaume de Llierca","19","Garrotxa","Comarques Gironines","AT02"
"465","171668","Sant Jordi Desvalls","20","Gironès","Comarques Gironines","AT02"
"466","171674","Sant Joan de les Abadesses","31","Ripollès","Comarques Gironines","AT02"
"467","171680","Sant Joan de Mollet","20","Gironès","Comarques Gironines","AT02"
"468","171693","Sant Julià de Ramis","20","Gironès","Comarques Gironines","AT02"
"469","171707","Vallfogona de Ripollès","31","Ripollès","Comarques Gironines","AT02"
"470","171714","Sant Llorenç de la Muga","02","Alt Empordà","Comarques Gironines","AT02"
"471","171729","Sant Martí de Llémena","20","Gironès","Comarques Gironines","AT02"
"472","171735","Sant Martí Vell","20","Gironès","Comarques Gironines","AT02"
"473","171740","Sant Miquel de Campmajor","28","Pla de l'Estany","Comarques Gironines","AT02"
"474","171753","Sant Miquel de Fluvià","02","Alt Empordà","Comarques Gironines","AT02"
"475","171766","Sant Mori","02","Alt Empordà","Comarques Gironines","AT02"
"476","171772","Sant Pau de Segúries","31","Ripollès","Comarques Gironines","AT02"
"477","171788","Sant Pere Pescador","02","Alt Empordà","Comarques Gironines","AT02"
"478","171805","Santa Coloma de Farners","34","Selva","Comarques Gironines","AT02"
"479","171812","Santa Cristina d'Aro","10","Baix Empordà","Comarques Gironines","AT02"
"480","171827","Santa Llogaia d'Àlguema","02","Alt Empordà","Comarques Gironines","AT02"
"481","171833","Sant Aniol de Finestres","19","Garrotxa","Comarques Gironines","AT02"
"482","171848","Santa Pau","19","Garrotxa","Comarques Gironines","AT02"
"483","171851","Sant Joan les Fonts","19","Garrotxa","Comarques Gironines","AT02"
"484","171864","Sarrià de Ter","20","Gironès","Comarques Gironines","AT02"
"485","171870","Saus, Camallera i Llampaies","02","Alt Empordà","Comarques Gironines","AT02"
"486","171886","Selva de Mar, la","02","Alt Empordà","Comarques Gironines","AT02"
"487","171899","Cellera de Ter, la","34","Selva","Comarques Gironines","AT02"
"488","171903","Serinyà","28","Pla de l'Estany","Comarques Gironines","AT02"
"489","171910","Serra de Daró","10","Baix Empordà","Comarques Gironines","AT02"
"490","171925","Setcases","31","Ripollès","Comarques Gironines","AT02"
"491","171931","Sils","34","Selva","Comarques Gironines","AT02"
"492","171946","Susqueda","34","Selva","Comarques Gironines","AT02"
"493","171959","Tallada d'Empordà, la","10","Baix Empordà","Comarques Gironines","AT02"
"494","171962","Terrades","02","Alt Empordà","Comarques Gironines","AT02"
"495","171978","Torrent","10","Baix Empordà","Comarques Gironines","AT02"
"496","171984","Torroella de Fluvià","02","Alt Empordà","Comarques Gironines","AT02"
"497","171997","Torroella de Montgrí","10","Baix Empordà","Comarques Gironines","AT02"
"498","172001","Tortellà","19","Garrotxa","Comarques Gironines","AT02"
"499","172018","Toses","31","Ripollès","Comarques Gironines","AT02"
"500","172023","Tossa de Mar","34","Selva","Comarques Gironines","AT02"
"501","172039","Ultramort","10","Baix Empordà","Comarques Gironines","AT02"
"502","172044","Ullà","10","Baix Empordà","Comarques Gironines","AT02"
"503","172057","Ullastret","10","Baix Empordà","Comarques Gironines","AT02"
"504","172060","Urús","15","Cerdanya","Alt Pirineu i Aran","AT07"
"505","172076","Vall d'en Bas, la","19","Garrotxa","Comarques Gironines","AT02"
"506","172082","Vall de Bianya, la","19","Garrotxa","Comarques Gironines","AT02"
"507","172095","Vall-llobrega","10","Baix Empordà","Comarques Gironines","AT02"
"508","172109","Ventalló","02","Alt Empordà","Comarques Gironines","AT02"
"509","172116","Verges","10","Baix Empordà","Comarques Gironines","AT02"
"510","172121","Vidrà","24","Osona","Comarques Centrals","AT06"
"511","172137","Vidreres","34","Selva","Comarques Gironines","AT02"
"512","172142","Vilabertran","02","Alt Empordà","Comarques Gironines","AT02"
"513","172155","Vilablareix","20","Gironès","Comarques Gironines","AT02"
"514","172168","Viladasens","20","Gironès","Comarques Gironines","AT02"
"515","172174","Viladamat","02","Alt Empordà","Comarques Gironines","AT02"
"516","172180","Vilademuls","28","Pla de l'Estany","Comarques Gironines","AT02"
"517","172207","Viladrau","24","Osona","Comarques Centrals","AT06"
"518","172214","Vilafant","02","Alt Empordà","Comarques Gironines","AT02"
"519","172229","Vilaür","02","Alt Empordà","Comarques Gironines","AT02"
"520","172235","Vilajuïga","02","Alt Empordà","Comarques Gironines","AT02"
"521","172240","Vilallonga de Ter","31","Ripollès","Comarques Gironines","AT02"
"522","172253","Vilamacolum","02","Alt Empordà","Comarques Gironines","AT02"
"523","172266","Vilamalla","02","Alt Empordà","Comarques Gironines","AT02"
"524","172272","Vilamaniscle","02","Alt Empordà","Comarques Gironines","AT02"
"525","172288","Vilanant","02","Alt Empordà","Comarques Gironines","AT02"
"526","172305","Vila-sacra","02","Alt Empordà","Comarques Gironines","AT02"
"527","172327","Vilopriu","10","Baix Empordà","Comarques Gironines","AT02"
"528","172333","Vilobí d'Onyar","34","Selva","Comarques Gironines","AT02"
"529","172348","Biure","02","Alt Empordà","Comarques Gironines","AT02"
"530","179011","Cruïlles, Monells i Sant Sadurní de l'Heura","10","Baix Empordà","Comarques Gironines","AT02"
"531","179026","Forallac","10","Baix Empordà","Comarques Gironines","AT02"
"532","179032","Sant Julià del Llor i Bonmatí","34","Selva","Comarques Gironines","AT02"
"533","250019","Abella de la Conca","25","Pallars Jussà","Alt Pirineu i Aran","AT07"
"534","250024","Àger","23","Noguera","Ponent","AT05"
"535","250030","Agramunt","38","Urgell","Ponent","AT05"
"536","250045","Alamús, els","33","Segrià","Ponent","AT05"
"537","250058","Alàs i Cerc","04","Alt Urgell","Alt Pirineu i Aran","AT07"
"538","250061","Albagés, l'","18","Garrigues","Ponent","AT05"
"539","250077","Albatàrrec","33","Segrià","Ponent","AT05"
"540","250083","Albesa","23","Noguera","Ponent","AT05"
"541","250096","Albi, l'","18","Garrigues","Ponent","AT05"
"542","250100","Alcanó","33","Segrià","Ponent","AT05"
"543","250117","Alcarràs","33","Segrià","Ponent","AT05"
"544","250122","Alcoletge","33","Segrià","Ponent","AT05"
"545","250138","Alfarràs","33","Segrià","Ponent","AT05"
"546","250143","Alfés","33","Segrià","Ponent","AT05"
"547","250156","Algerri","23","Noguera","Ponent","AT05"
"548","250169","Alguaire","33","Segrià","Ponent","AT05"
"549","250175","Alins","26","Pallars Sobirà","Alt Pirineu i Aran","AT07"
"550","250194","Almacelles","33","Segrià","Ponent","AT05"
"551","250208","Almatret","33","Segrià","Ponent","AT05"
"552","250215","Almenar","33","Segrià","Ponent","AT05"
"553","250220","Alòs de Balaguer","23","Noguera","Ponent","AT05"
"554","250236","Alpicat","33","Segrià","Ponent","AT05"
"555","250241","Alt Àneu","26","Pallars Sobirà","Alt Pirineu i Aran","AT07"
"556","250254","Naut Aran","39","Aran","Alt Pirineu i Aran","AT07"
"557","250273","Anglesola","38","Urgell","Ponent","AT05"
"558","250292","Arbeca","18","Garrigues","Ponent","AT05"
"559","250306","Pont de Bar, el","04","Alt Urgell","Alt Pirineu i Aran","AT07"
"560","250313","Arres","39","Aran","Alt Pirineu i Aran","AT07"
"561","250328","Arsèguel","04","Alt Urgell","Alt Pirineu i Aran","AT07"
"562","250334","Artesa de Lleida","33","Segrià","Ponent","AT05"
"563","250349","Artesa de Segre","23","Noguera","Ponent","AT05"
"564","250352","Sentiu de Sió, la","23","Noguera","Ponent","AT05"
"565","250365","Aspa","33","Segrià","Ponent","AT05"
"566","250371","Avellanes i Santa Linya, les","23","Noguera","Ponent","AT05"
"567","250387","Aitona","33","Segrià","Ponent","AT05"
"568","250390","Baix Pallars","26","Pallars Sobirà","Alt Pirineu i Aran","AT07"
"569","250404","Balaguer","23","Noguera","Ponent","AT05"
"570","250411","Barbens","27","Pla d'Urgell","Ponent","AT05"
"571","250426","Baronia de Rialb, la","23","Noguera","Ponent","AT05"
"572","250432","Vall de Boí, la","05","Alta Ribagorça","Alt Pirineu i Aran","AT07"
"573","250447","Bassella","04","Alt Urgell","Alt Pirineu i Aran","AT07"
"574","250450","Bausen","39","Aran","Alt Pirineu i Aran","AT07"
"575","250463","Belianes","38","Urgell","Ponent","AT05"
"576","250479","Bellcaire d'Urgell","23","Noguera","Ponent","AT05"
"577","250485","Bell-lloc d'Urgell","27","Pla d'Urgell","Ponent","AT05"
"578","250498","Bellmunt d'Urgell","23","Noguera","Ponent","AT05"
"579","250501","Bellpuig","38","Urgell","Ponent","AT05"
"580","250518","Bellver de Cerdanya","15","Cerdanya","Alt Pirineu i Aran","AT07"
"581","250523","Bellvís","27","Pla d'Urgell","Ponent","AT05"
"582","250539","Benavent de Segrià","33","Segrià","Ponent","AT05"
"583","250557","Biosca","32","Segarra","Ponent","AT05"
"584","250560","Bovera","18","Garrigues","Ponent","AT05"
"585","250576","Bòrdes, Es","39","Aran","Alt Pirineu i Aran","AT07"
"586","250582","Borges Blanques, les","18","Garrigues","Ponent","AT05"
"587","250595","Bossòst","39","Aran","Alt Pirineu i Aran","AT07"
"588","250609","Cabanabona","23","Noguera","Ponent","AT05"
"589","250616","Cabó","04","Alt Urgell","Alt Pirineu i Aran","AT07"
"590","250621","Camarasa","23","Noguera","Ponent","AT05"
"591","250637","Canejan","39","Aran","Alt Pirineu i Aran","AT07"
"592","250642","Castellar de la Ribera","35","Solsonès","Comarques Centrals","AT06"
"593","250674","Castelldans","18","Garrigues","Ponent","AT05"
"594","250680","Castellnou de Seana","27","Pla d'Urgell","Ponent","AT05"
"595","250693","Castelló de Farfanya","23","Noguera","Ponent","AT05"
"596","250707","Castellserà","38","Urgell","Ponent","AT05"
"597","250714","Cava","04","Alt Urgell","Alt Pirineu i Aran","AT07"
"598","250729","Cervera","32","Segarra","Ponent","AT05"
"599","250735","Cervià de les Garrigues","18","Garrigues","Ponent","AT05"
"600","250740","Ciutadilla","38","Urgell","Ponent","AT05"
"601","250753","Clariana de Cardener","35","Solsonès","Comarques Centrals","AT06"
"602","250766","Cogul, el","18","Garrigues","Ponent","AT05"
"603","250772","Coll de Nargó","04","Alt Urgell","Alt Pirineu i Aran","AT07"
"604","250788","Corbins","33","Segrià","Ponent","AT05"
"605","250791","Cubells","23","Noguera","Ponent","AT05"
"606","250812","Espluga Calba, l'","18","Garrigues","Ponent","AT05"
"607","250827","Espot","26","Pallars Sobirà","Alt Pirineu i Aran","AT07"
"608","250851","Estaràs","32","Segarra","Ponent","AT05"
"609","250864","Esterri d'Àneu","26","Pallars Sobirà","Alt Pirineu i Aran","AT07"
"610","250870","Esterri de Cardós","26","Pallars Sobirà","Alt Pirineu i Aran","AT07"
"611","250886","Estamariu","04","Alt Urgell","Alt Pirineu i Aran","AT07"
"612","250899","Farrera","26","Pallars Sobirà","Alt Pirineu i Aran","AT07"
"613","250925","Floresta, la","18","Garrigues","Ponent","AT05"
"614","250931","Fondarella","27","Pla d'Urgell","Ponent","AT05"
"615","250946","Foradada","23","Noguera","Ponent","AT05"
"616","250962","Fuliola, la","38","Urgell","Ponent","AT05"
"617","250978","Fulleda","18","Garrigues","Ponent","AT05"
"618","250984","Gavet de la Conca","25","Pallars Jussà","Alt Pirineu i Aran","AT07"
"619","250997","Golmés","27","Pla d'Urgell","Ponent","AT05"
"620","251001","Gósol","14","Berguedà","Comarques Centrals","AT06"
"621","251018","Granadella, la","18","Garrigues","Ponent","AT05"
"622","251023","Granja d'Escarp, la","33","Segrià","Ponent","AT05"
"623","251039","Granyanella","32","Segarra","Ponent","AT05"
"624","251044","Granyena de Segarra","32","Segarra","Ponent","AT05"
"625","251057","Granyena de les Garrigues","18","Garrigues","Ponent","AT05"
"626","251095","Guimerà","38","Urgell","Ponent","AT05"
"627","251109","Guissona","32","Segarra","Ponent","AT05"
"628","251116","Guixers","35","Solsonès","Comarques Centrals","AT06"
"629","251121","Ivars de Noguera","23","Noguera","Ponent","AT05"
"630","251137","Ivars d'Urgell","27","Pla d'Urgell","Ponent","AT05"
"631","251142","Ivorra","32","Segarra","Ponent","AT05"
"632","251155","Isona i Conca Dellà","25","Pallars Jussà","Alt Pirineu i Aran","AT07"
"633","251180","Juncosa","18","Garrigues","Ponent","AT05"
"634","251193","Juneda","18","Garrigues","Ponent","AT05"
"635","251207","Lleida","33","Segrià","Ponent","AT05"
"636","251214","Les","39","Aran","Alt Pirineu i Aran","AT07"
"637","251229","Linyola","27","Pla d'Urgell","Ponent","AT05"
"638","251235","Lladorre","26","Pallars Sobirà","Alt Pirineu i Aran","AT07"
"639","251240","Lladurs","35","Solsonès","Comarques Centrals","AT06"
"640","251253","Llardecans","33","Segrià","Ponent","AT05"
"641","251266","Llavorsí","26","Pallars Sobirà","Alt Pirineu i Aran","AT07"
"642","251272","Lles de Cerdanya","15","Cerdanya","Alt Pirineu i Aran","AT07"
"643","251288","Llimiana","25","Pallars Jussà","Alt Pirineu i Aran","AT07"
"644","251291","Llobera","35","Solsonès","Comarques Centrals","AT06"
"645","251305","Maldà","38","Urgell","Ponent","AT05"
"646","251312","Massalcoreig","33","Segrià","Ponent","AT05"
"647","251327","Massoteres","32","Segarra","Ponent","AT05"
"648","251333","Maials","33","Segrià","Ponent","AT05"
"649","251348","Menàrguens","23","Noguera","Ponent","AT05"
"650","251351","Miralcamp","27","Pla d'Urgell","Ponent","AT05"
"651","251364","Molsosa, la","35","Solsonès","Comarques Centrals","AT06"
"652","251370","Mollerussa","27","Pla d'Urgell","Ponent","AT05"
"653","251386","Montgai","23","Noguera","Ponent","AT05"
"654","251399","Montellà i Martinet","15","Cerdanya","Alt Pirineu i Aran","AT07"
"655","251403","Montferrer i Castellbò","04","Alt Urgell","Alt Pirineu i Aran","AT07"
"656","251410","Montoliu de Segarra","32","Segarra","Ponent","AT05"
"657","251425","Montoliu de Lleida","33","Segrià","Ponent","AT05"
"658","251431","Montornès de Segarra","32","Segarra","Ponent","AT05"
"659","251459","Nalec","38","Urgell","Ponent","AT05"
"660","251462","Navès","35","Solsonès","Comarques Centrals","AT06"
"661","251484","Odèn","35","Solsonès","Comarques Centrals","AT06"
"662","251497","Oliana","04","Alt Urgell","Alt Pirineu i Aran","AT07"
"663","251500","Oliola","23","Noguera","Ponent","AT05"
"664","251517","Olius","35","Solsonès","Comarques Centrals","AT06"
"665","251522","Oluges, les","32","Segarra","Ponent","AT05"
"666","251538","Omellons, els","18","Garrigues","Ponent","AT05"
"667","251543","Omells de na Gaia, els","38","Urgell","Ponent","AT05"
"668","251556","Organyà","04","Alt Urgell","Alt Pirineu i Aran","AT07"
"669","251569","Os de Balaguer","23","Noguera","Ponent","AT05"
"670","251575","Ossó de Sió","38","Urgell","Ponent","AT05"
"671","251581","Palau d'Anglesola, el","27","Pla d'Urgell","Ponent","AT05"
"672","251615","Conca de Dalt","25","Pallars Jussà","Alt Pirineu i Aran","AT07"
"673","251636","Coma i la Pedra, la","35","Solsonès","Comarques Centrals","AT06"
"674","251641","Penelles","23","Noguera","Ponent","AT05"
"675","251654","Peramola","04","Alt Urgell","Alt Pirineu i Aran","AT07"
"676","251667","Pinell de Solsonès","35","Solsonès","Comarques Centrals","AT06"
"677","251673","Pinós","35","Solsonès","Comarques Centrals","AT06"
"678","251689","Poal, el","27","Pla d'Urgell","Ponent","AT05"
"679","251692","Pobla de Cérvoles, la","18","Garrigues","Ponent","AT05"
"680","251706","Bellaguarda","18","Garrigues","Ponent","AT05"
"681","251713","Pobla de Segur, la","25","Pallars Jussà","Alt Pirineu i Aran","AT07"
"682","251728","Ponts","23","Noguera","Ponent","AT05"
"683","251734","Pont de Suert, el","05","Alta Ribagorça","Alt Pirineu i Aran","AT07"
"684","251749","Portella, la","33","Segrià","Ponent","AT05"
"685","251752","Prats i Sansor","15","Cerdanya","Alt Pirineu i Aran","AT07"
"686","251765","Preixana","38","Urgell","Ponent","AT05"
"687","251771","Preixens","23","Noguera","Ponent","AT05"
"688","251790","Prullans","15","Cerdanya","Alt Pirineu i Aran","AT07"
"689","251804","Puiggròs","18","Garrigues","Ponent","AT05"
"690","251811","Puigverd d'Agramunt","38","Urgell","Ponent","AT05"
"691","251826","Puigverd de Lleida","33","Segrià","Ponent","AT05"
"692","251832","Rialp","26","Pallars Sobirà","Alt Pirineu i Aran","AT07"
"693","251850","Ribera d'Urgellet","04","Alt Urgell","Alt Pirineu i Aran","AT07"
"694","251863","Riner","35","Solsonès","Comarques Centrals","AT06"
"695","251898","Rosselló","33","Segrià","Ponent","AT05"
"696","251902","Salàs de Pallars","25","Pallars Jussà","Alt Pirineu i Aran","AT07"
"697","251919","Sanaüja","32","Segarra","Ponent","AT05"
"698","251924","Sant Guim de Freixenet","32","Segarra","Ponent","AT05"
"699","251930","Sant Llorenç de Morunys","35","Solsonès","Comarques Centrals","AT06"
"700","251945","Sant Ramon","32","Segarra","Ponent","AT05"
"701","251961","Sant Esteve de la Sarga","25","Pallars Jussà","Alt Pirineu i Aran","AT07"
"702","251977","Sant Guim de la Plana","32","Segarra","Ponent","AT05"
"703","252000","Sarroca de Lleida","33","Segrià","Ponent","AT05"
"704","252017","Sarroca de Bellera","25","Pallars Jussà","Alt Pirineu i Aran","AT07"
"705","252022","Senterada","25","Pallars Jussà","Alt Pirineu i Aran","AT07"
"706","252038","Seu d'Urgell, la","04","Alt Urgell","Alt Pirineu i Aran","AT07"
"707","252043","Seròs","33","Segrià","Ponent","AT05"
"708","252056","Sidamon","27","Pla d'Urgell","Ponent","AT05"
"709","252069","Soleràs, el","18","Garrigues","Ponent","AT05"
"710","252075","Solsona","35","Solsonès","Comarques Centrals","AT06"
"711","252081","Soriguera","26","Pallars Sobirà","Alt Pirineu i Aran","AT07"
"712","252094","Sort","26","Pallars Sobirà","Alt Pirineu i Aran","AT07"
"713","252108","Soses","33","Segrià","Ponent","AT05"
"714","252115","Sudanell","33","Segrià","Ponent","AT05"
"715","252120","Sunyer","33","Segrià","Ponent","AT05"
"716","252154","Talarn","25","Pallars Jussà","Alt Pirineu i Aran","AT07"
"717","252167","Talavera","32","Segarra","Ponent","AT05"
"718","252173","Tàrrega","38","Urgell","Ponent","AT05"
"719","252189","Tarrés","18","Garrigues","Ponent","AT05"
"720","252192","Tarroja de Segarra","32","Segarra","Ponent","AT05"
"721","252206","Térmens","23","Noguera","Ponent","AT05"
"722","252213","Tírvia","26","Pallars Sobirà","Alt Pirineu i Aran","AT07"
"723","252228","Tiurana","23","Noguera","Ponent","AT05"
"724","252234","Torà","32","Segarra","Ponent","AT05"
"725","252249","Torms, els","18","Garrigues","Ponent","AT05"
"726","252252","Tornabous","38","Urgell","Ponent","AT05"
"727","252265","Torrebesses","33","Segrià","Ponent","AT05"
"728","252271","Torre de Cabdella, la","25","Pallars Jussà","Alt Pirineu i Aran","AT07"
"729","252287","Torrefarrera","33","Segrià","Ponent","AT05"
"730","252304","Torregrossa","27","Pla d'Urgell","Ponent","AT05"
"731","252311","Torrelameu","23","Noguera","Ponent","AT05"
"732","252326","Torres de Segre","33","Segrià","Ponent","AT05"
"733","252332","Torre-serona","33","Segrià","Ponent","AT05"
"734","252347","Tremp","25","Pallars Jussà","Alt Pirineu i Aran","AT07"
"735","252385","Vallbona de les Monges","38","Urgell","Ponent","AT05"
"736","252398","Valls de Valira, les","04","Alt Urgell","Alt Pirineu i Aran","AT07"
"737","252402","Vallfogona de Balaguer","23","Noguera","Ponent","AT05"
"738","252424","Verdú","38","Urgell","Ponent","AT05"
"739","252430","Vielha e Mijaran","39","Aran","Alt Pirineu i Aran","AT07"
"740","252445","Vilagrassa","38","Urgell","Ponent","AT05"
"741","252458","Vilaller","05","Alta Ribagorça","Alt Pirineu i Aran","AT07"
"742","252477","Vilamòs","39","Aran","Alt Pirineu i Aran","AT07"
"743","252483","Vilanova de Bellpuig","27","Pla d'Urgell","Ponent","AT05"
"744","252496","Vilanova de l'Aguda","23","Noguera","Ponent","AT05"
"745","252509","Vilanova de Meià","23","Noguera","Ponent","AT05"
"746","252516","Vilanova de Segrià","33","Segrià","Ponent","AT05"
"747","252521","Vila-sana","27","Pla d'Urgell","Ponent","AT05"
"748","252537","Vilosell, el","18","Garrigues","Ponent","AT05"
"749","252542","Vilanova de la Barca","33","Segrià","Ponent","AT05"
"750","252555","Vinaixa","18","Garrigues","Ponent","AT05"
"751","259010","Vall de Cardós","26","Pallars Sobirà","Alt Pirineu i Aran","AT07"
"752","259025","Sant Martí de Riucorb","38","Urgell","Ponent","AT05"
"753","259031","Guingueta d'Àneu, la","26","Pallars Sobirà","Alt Pirineu i Aran","AT07"
"754","259046","Castell de Mur","25","Pallars Jussà","Alt Pirineu i Aran","AT07"
"755","259059","Ribera d'Ondara","32","Segarra","Ponent","AT05"
"756","259062","Valls d'Aguilar, les","04","Alt Urgell","Alt Pirineu i Aran","AT07"
"757","259078","Torrefeta i Florejacs","32","Segarra","Ponent","AT05"
"758","259084","Fígols i Alinyà","04","Alt Urgell","Alt Pirineu i Aran","AT07"
"759","259097","Vansa i Fórnols, la","04","Alt Urgell","Alt Pirineu i Aran","AT07"
"760","259101","Josa i Tuixén","04","Alt Urgell","Alt Pirineu i Aran","AT07"
"761","259118","Plans de Sió, els","32","Segarra","Ponent","AT05"
"762","259123","Gimenells i el Pla de la Font","33","Segrià","Ponent","AT05"
"763","259139","Riu de Cerdanya","15","Cerdanya","Alt Pirineu i Aran","AT07"
"764","430017","Aiguamúrcia","01","Alt Camp","Camp de Tarragona","AT03"
"765","430022","Albinyana","12","Baix Penedès","Penedès","AT08"
"766","430038","Albiol, l'","08","Baix Camp","Camp de Tarragona","AT03"
"767","430043","Alcanar","22","Montsià","Terres de l'Ebre","AT04"
"768","430056","Alcover","01","Alt Camp","Camp de Tarragona","AT03"
"769","430069","Aldover","09","Baix Ebre","Terres de l'Ebre","AT04"
"770","430075","Aleixar, l'","08","Baix Camp","Camp de Tarragona","AT03"
"771","430081","Alfara de Carles","09","Baix Ebre","Terres de l'Ebre","AT04"
"772","430094","Alforja","08","Baix Camp","Camp de Tarragona","AT03"
"773","430108","Alió","01","Alt Camp","Camp de Tarragona","AT03"
"774","430115","Almoster","08","Baix Camp","Camp de Tarragona","AT03"
"775","430120","Altafulla","36","Tarragonès","Camp de Tarragona","AT03"
"776","430136","Ametlla de Mar, l'","09","Baix Ebre","Terres de l'Ebre","AT04"
"777","430141","Amposta","22","Montsià","Terres de l'Ebre","AT04"
"778","430154","Arbolí","08","Baix Camp","Camp de Tarragona","AT03"
"779","430167","Arboç, l'","12","Baix Penedès","Penedès","AT08"
"780","430173","Argentera, l'","08","Baix Camp","Camp de Tarragona","AT03"
"781","430189","Arnes","37","Terra Alta","Terres de l'Ebre","AT04"
"782","430192","Ascó","30","Ribera d'Ebre","Terres de l'Ebre","AT04"
"783","430206","Banyeres del Penedès","12","Baix Penedès","Penedès","AT08"
