"","any","idMunicipi","nomMunicipi","idComarca","nomComarca","nomAT","idAT","entendre","parlar","llegir","escriure","poblacio_2_anys_i_mes","entendre_pct","parlar_pct","llegir_pct","escriure_pct","entendre_com","parlar_com","llegir_com","escriure_com","entendre_at","parlar_at","llegir_at","escriure_at"
"256",1991,"080641","Castellterçol","42","Moianès","Metropolità","AT01",1843,1722,1579,1208,1878,98,92,84,64,99,91,87,61,95,73,72,46
"257",2011,"080654","Castellví de la Marca","03","Alt Penedès","Penedès","AT08",1593,1377,1380,1027,1605,99,86,86,64,98,85,86,65,97,82,84,62
"258",2001,"080654","Castellví de la Marca","03","Alt Penedès","Penedès","AT08",1378,1282,1244,713,1404,98,91,89,51,97,86,84,58,97,83,81,56
"259",1996,"080654","Castellví de la Marca","03","Alt Penedès","Penedès","AT08",1428,1358,1272,849,1442,99,94,88,59,98,89,84,55,97,85,80,51
"260",1991,"080654","Castellví de la Marca","03","Alt Penedès","Penedès","AT08",1385,1265,1182,423,1412,98,90,84,30,98,87,83,51,98,82,79,48
"261",2011,"080667","Castellví de Rosanes","11","Baix Llobregat","Metropolità","AT01",1560,1304,1379,1029,1603,97,81,86,64,96,74,79,57,97,79,82,61
"262",2001,"080667","Castellví de Rosanes","11","Baix Llobregat","Metropolità","AT01",1119,938,950,657,1155,97,81,82,57,95,73,74,49,96,78,78,54
"263",1996,"080667","Castellví de Rosanes","11","Baix Llobregat","Metropolità","AT01",867,732,692,446,902,96,81,77,49,94,72,70,44,96,78,75,49
"264",1991,"080667","Castellví de Rosanes","11","Baix Llobregat","Metropolità","AT01",642,494,477,277,653,98,76,73,42,93,64,65,38,95,73,72,46
"265",2011,"080673","Centelles","24","Osona","Comarques Centrals","AT06",7016,6188,6259,5059,7136,98,87,88,71,99,91,91,74,99,91,91,72
"266",2001,"080673","Centelles","24","Osona","Comarques Centrals","AT06",5548,4900,4782,3546,5653,98,87,85,63,98,91,89,68,99,91,89,68
"267",1996,"080673","Centelles","24","Osona","Comarques Centrals","AT06",5535,5134,4818,2852,5675,98,90,85,50,99,93,89,61,99,93,88,60
"268",1991,"080673","Centelles","24","Osona","Comarques Centrals","AT06",5498,4948,4655,3169,5580,99,89,83,57,99,91,85,56,99,90,83,54
"269",2011,"080689","Cervelló","11","Baix Llobregat","Metropolità","AT01",7973,6480,6920,4883,8260,97,78,84,59,96,74,79,57,97,79,82,61
"270",2001,"080689","Cervelló","11","Baix Llobregat","Metropolità","AT01",5802,4910,4887,3393,5989,97,82,82,57,95,73,74,49,96,78,78,54
"271",1996,"080689","Cervelló","11","Baix Llobregat","Metropolità","AT01",6778,5806,5557,3517,6935,98,84,80,51,94,72,70,44,96,78,75,49
"272",1991,"080689","Cervelló","11","Baix Llobregat","Metropolità","AT01",5100,4079,4032,2479,5255,97,78,77,47,93,64,65,38,95,73,72,46
"273",2011,"080692","Collbató","11","Baix Llobregat","Metropolità","AT01",4035,3562,3635,2899,4133,98,86,88,70,96,74,79,57,97,79,82,61
"274",2001,"080692","Collbató","11","Baix Llobregat","Metropolità","AT01",2334,1972,1992,1355,2373,98,83,84,57,95,73,74,49,96,78,78,54
"275",1996,"080692","Collbató","11","Baix Llobregat","Metropolità","AT01",1514,1305,1251,796,1542,98,85,81,52,94,72,70,44,96,78,75,49
"276",1991,"080692","Collbató","11","Baix Llobregat","Metropolità","AT01",1036,853,828,527,1061,98,80,78,50,93,64,65,38,95,73,72,46
"277",2011,"080706","Collsuspina","42","Moianès","Comarques Centrals","AT06",336,314,301,250,336,100,93,90,74,99,90,90,72,99,91,91,72
"278",2001,"080706","Collsuspina","42","Moianès","Comarques Centrals","AT06",264,258,252,196,264,100,98,95,74,99,92,90,68,99,91,89,68
"279",1996,"080706","Collsuspina","42","Moianès","Comarques Centrals","AT06",240,232,229,163,241,100,96,95,68,99,94,90,64,99,93,88,60
"280",1991,"080706","Collsuspina","42","Moianès","Comarques Centrals","AT06",210,191,182,148,210,100,91,87,70,99,91,87,61,99,90,83,54
"281",2011,"080713","Copons","06","Anoia","Penedès","AT08",328,299,302,246,328,100,91,92,75,98,86,88,66,97,82,84,62
"282",2001,"080713","Copons","06","Anoia","Penedès","AT08",272,255,252,151,275,99,93,92,55,98,87,85,63,97,83,81,56
"283",1996,"080713","Copons","06","Anoia","Penedès","AT08",263,249,234,159,264,100,94,89,60,98,89,84,55,97,85,80,51
"284",1991,"080713","Copons","06","Anoia","Penedès","AT08",261,208,196,115,261,100,80,75,44,98,85,79,52,98,82,79,48
"285",2011,"080728","Corbera de Llobregat","11","Baix Llobregat","Metropolità","AT01",13176,10714,11167,8364,13513,98,79,83,62,96,74,79,57,97,79,82,61
"286",2001,"080728","Corbera de Llobregat","11","Baix Llobregat","Metropolità","AT01",8900,7344,7326,5225,9187,97,80,80,57,95,73,74,49,96,78,78,54
"287",1996,"080728","Corbera de Llobregat","11","Baix Llobregat","Metropolità","AT01",7147,6058,5781,3820,7412,96,82,78,52,94,72,70,44,96,78,75,49
"288",1991,"080728","Corbera de Llobregat","11","Baix Llobregat","Metropolità","AT01",4975,4047,3847,2441,5195,96,78,74,47,93,64,65,38,95,73,72,46
"289",2011,"080734","Cornellà de Llobregat","11","Baix Llobregat","Metropolità","AT01",76626,48150,56733,36884,84207,91,57,67,44,96,74,79,57,97,79,82,61
"290",2001,"080734","Cornellà de Llobregat","11","Baix Llobregat","Metropolità","AT01",69350,44594,47142,28500,78255,89,57,60,36,95,73,74,49,96,78,78,54
"291",1996,"080734","Cornellà de Llobregat","11","Baix Llobregat","Metropolità","AT01",70572,43567,43976,26329,81148,87,54,54,32,94,72,70,44,96,78,75,49
"292",1991,"080734","Cornellà de Llobregat","11","Baix Llobregat","Metropolità","AT01",70411,37023,40917,22119,83518,84,44,49,26,93,64,65,38,95,73,72,46
"293",2011,"080749","Cubelles","17","Garraf","Penedès","AT08",13119,9944,10852,7682,13833,95,72,78,56,95,73,80,56,97,82,84,62
"294",2001,"080749","Cubelles","17","Garraf","Penedès","AT08",6740,5086,5087,3274,7113,95,72,72,46,95,75,74,49,97,83,81,56
"295",1996,"080749","Cubelles","17","Garraf","Penedès","AT08",4496,3391,3406,1983,4641,97,73,73,43,96,74,71,43,97,85,80,51
"296",1991,"080749","Cubelles","17","Garraf","Penedès","AT08",2928,2095,1989,1086,3074,95,68,65,35,95,68,68,39,98,82,79,48
"297",2011,"080752","Dosrius","21","Maresme","Metropolità","AT01",4990,4009,4288,3032,5019,99,80,85,60,98,83,86,64,97,79,82,61
"298",2001,"080752","Dosrius","21","Maresme","Metropolità","AT01",2934,2556,2532,1888,2995,98,85,85,63,97,82,81,57,96,78,78,54
"299",1996,"080752","Dosrius","21","Maresme","Metropolità","AT01",2166,1888,1754,1089,2238,97,84,78,49,97,84,80,53,96,78,75,49
"300",1991,"080752","Dosrius","21","Maresme","Metropolità","AT01",1163,1008,938,533,1185,98,85,79,45,97,81,78,51,95,73,72,46
"301",2011,"080765","Esparreguera","11","Baix Llobregat","Metropolità","AT01",20762,16390,17041,12425,21425,97,76,80,58,96,74,79,57,97,79,82,61
"302",2001,"080765","Esparreguera","11","Baix Llobregat","Metropolità","AT01",16938,13151,13272,9051,17772,95,74,75,51,95,73,74,49,96,78,78,54
"303",1996,"080765","Esparreguera","11","Baix Llobregat","Metropolità","AT01",13546,10700,10142,6566,14218,95,75,71,46,94,72,70,44,96,78,75,49
"304",1991,"080765","Esparreguera","11","Baix Llobregat","Metropolità","AT01",11653,8467,8299,4966,12365,94,68,67,40,93,64,65,38,95,73,72,46
"305",2011,"080771","Esplugues de Llobregat","11","Baix Llobregat","Metropolità","AT01",41978,28818,32757,20915,44857,94,64,73,47,96,74,79,57,97,79,82,61
"306",2001,"080771","Esplugues de Llobregat","11","Baix Llobregat","Metropolità","AT01",40599,29039,30220,18674,44224,92,66,68,42,95,73,74,49,96,78,78,54
"307",1996,"080771","Esplugues de Llobregat","11","Baix Llobregat","Metropolità","AT01",42083,29030,28999,17882,46090,91,63,63,39,94,72,70,44,96,78,75,49
"308",1991,"080771","Esplugues de Llobregat","11","Baix Llobregat","Metropolità","AT01",42156,25259,27180,14941,47423,89,53,57,32,93,64,65,38,95,73,72,46
"309",2011,"080787","Espunyola, l'","14","Berguedà","Comarques Centrals","AT06",260,256,249,178,260,100,98,96,68,99,93,93,73,99,91,91,72
"310",2001,"080787","Espunyola, l'","14","Berguedà","Comarques Centrals","AT06",263,242,222,161,264,100,92,84,61,99,94,90,70,99,91,89,68
"311",1996,"080787","Espunyola, l'","14","Berguedà","Comarques Centrals","AT06",278,272,234,149,281,99,97,83,53,100,95,86,60,99,93,88,60
"312",1991,"080787","Espunyola, l'","14","Berguedà","Comarques Centrals","AT06",268,262,248,233,268,100,98,93,87,100,93,84,57,99,90,83,54
"313",2011,"080790","Estany, l'","42","Moianès","Comarques Centrals","AT06",372,353,340,265,372,100,95,91,71,99,90,90,72,99,91,91,72
"314",2001,"080790","Estany, l'","42","Moianès","Comarques Centrals","AT06",378,366,359,261,379,100,97,95,69,99,92,90,68,99,91,89,68
"315",1996,"080790","Estany, l'","42","Moianès","Comarques Centrals","AT06",379,377,359,246,380,100,99,94,65,99,94,90,64,99,93,88,60
"316",1991,"080790","Estany, l'","42","Moianès","Comarques Centrals","AT06",361,355,330,216,361,100,98,91,60,99,91,87,61,99,90,83,54
"317",2011,"080804","Fígols","14","Berguedà","Comarques Centrals","AT06",46,45,45,36,46,100,98,98,78,99,93,93,73,99,91,91,72
"318",2001,"080804","Fígols","14","Berguedà","Comarques Centrals","AT06",48,43,39,28,48,100,90,81,58,99,94,90,70,99,91,89,68
"319",1996,"080804","Fígols","14","Berguedà","Comarques Centrals","AT06",52,49,48,34,52,100,94,92,65,100,95,86,60,99,93,88,60
"320",1991,"080804","Fígols","14","Berguedà","Comarques Centrals","AT06",33,30,25,15,33,100,91,76,45,100,93,84,57,99,90,83,54
"321",2011,"080811","Fogars de Montclús","41","Vallès Oriental","Metropolità","AT01",433,414,415,320,437,99,95,95,73,97,81,84,62,97,79,82,61
"322",2001,"080811","Fogars de Montclús","41","Vallès Oriental","Metropolità","AT01",343,320,295,245,343,100,93,86,71,96,81,79,56,96,78,78,54
"323",1996,"080811","Fogars de Montclús","41","Vallès Oriental","Metropolità","AT01",308,303,284,235,311,99,97,91,76,96,81,77,51,96,78,75,49
"324",1991,"080811","Fogars de Montclús","41","Vallès Oriental","Metropolità","AT01",241,233,225,188,241,100,97,93,78,96,77,75,49,95,73,72,46
"325",2011,"080826","Fogars de la Selva","34","Selva","Comarques Gironines","AT02",1457,1117,1216,779,1495,97,75,81,52,96,82,84,64,98,86,87,66
"326",2001,"080826","Fogars de la Selva","34","Selva","Comarques Gironines","AT02",759,554,528,373,796,95,70,66,47,97,85,83,61,97,89,86,61
"327",1996,"080826","Fogars de la Selva","34","Selva","Comarques Gironines","AT02",548,422,411,252,565,97,75,73,45,98,88,83,55,98,91,86,54
"328",1991,"080826","Fogars de la Selva","34","Selva","Comarques Gironines","AT02",387,314,295,174,392,99,80,75,44,98,86,80,51,98,88,82,50
